,BusStopCode,RoadName,Description,Latitude,Longitude
1256,25129,Tuas Ave 1,Aft Tuas Ave 6,1.32994444402601,103.65226388900422
1257,25151,Tuas Ave 1,Mercedes-Benz Logistics,1.32913728132074,103.65325524319752
1258,25161,Tuas Ave 1,Toyochem Ink,1.32735422944929,103.65510623174903
1259,25169,Tuas Ave 1,Opp Galmon S'pore,1.32774944401039,103.65450055600219
1260,25171,Tuas Ave 1,Becton Dickinson Med,1.32546645428693,103.65711196773577
1261,25179,Tuas Ave 1,Sew-Eurodrive,1.32529138897633,103.65711333297114
1262,25181,Tuas Ave 1,MAN Diesel,1.32385296919519,103.65881324089645
1263,25189,Tuas Ave 1,Soon Heng Glass,1.32383972198116,103.65861666698133
1264,25191,Tuas Ave 1,Asiatic Engrg,1.32129979633271,103.6596844024505
1265,25199,Tuas Ave 1,Bestofire and Thermal,1.32109472197296,103.65933166702904
1266,25201,Tuas Ave 3,Aft Tuas Rd,1.31926000001423,103.65870833303143
1267,25209,Tuas Ave 3,Bef Tuas Rd,1.31930805600666,103.65880916700371
1268,25219,Jln Ahmad Ibrahim,Aft Tuas Ave 2,1.32877104016653,103.65692226679495
1269,25221,Jln Ahmad Ibrahim,Raffles Country Club,1.33470589408796,103.65153114279171
1270,25229,Jln Ahmad Ibrahim,Crown Beverage Cans S'pore,1.33371272924751,103.65176249706444
1271,25231,Jln Ahmad Ibrahim,Opp Asia-Pacific Brewery,1.3386589540233,103.64740272813636
1272,25239,Jln Ahmad Ibrahim,Asia-Pacific Brewery,1.33740500002037,103.64795499996725
1273,25249,Jln Ahmad Ibrahim,Aft Tuas West Rd,1.33985499996776,103.64535166698558
1274,25259,Jln Ahmad Ibrahim,Bef Tuas West Dr,1.34418817757747,103.6407070702331
1275,25269,Jln Ahmad Ibrahim,Tuas Checkpt,1.34777150726774,103.63746924027154
1276,25321,Tuas Ave 5,YCH Distripark,1.31765021571604,103.6564457850944
1277,25329,Tuas Ave 5,Mapletree Logistics,1.31779138900842,103.65646249999054
1278,25331,Tuas Ave 5,Chugoku Marine Paints,1.32019777799085,103.6538130560161
1279,25339,Tuas Ave 5,Asia Steel Welded Mesh,1.32018179763398,103.65396888287178
1280,25341,Tuas Ave 5,ROCKWOOL,1.32194305599571,103.6519888889781
1281,25349,Tuas Ave 5,Times Printers,1.32159222133434,103.65248184445197
1282,25351,Tuas Ave 2,Hart Engrg Pte Ltd,1.32396971577017,103.65303152916469
1283,25359,Tuas Ave 2,Opp Hart Engrg Pte Ltd,1.32365000001897,103.6529238890272
1284,25361,Tuas Ave 4,Yan San Metals Pte Ltd,1.32495846442648,103.65112458286887
1285,25369,Tuas Ave 4,Jas Metal Coatings,1.32513576890329,103.65147255685935
1286,25371,Tuas Ave 9,Aft Tuas Ave 4,1.32387805603322,103.64917444402575
1287,25379,Tuas Ave 9,Aft Tuas Ave 6,1.3242164088822,103.64900097889706
1288,25381,Tuas Ave 9,WYN2000 Logistics Ctr,1.32556305598951,103.64739583301906
1289,25389,Tuas Ave 9,Aft Tuas Ave 8,1.32595623010711,103.64720536104248
1290,25391,Tuas West Rd,Bef Pioneer Rd,1.32896999391116,103.63704332757345
1291,25399,Tuas West Rd,Aft Pioneer Rd,1.32923865523658,103.63794454078865
1292,25411,Tuas West Dr,BEF TUAS TER,1.34387062081224,103.63830559259954
1293,25419,Tuas West Dr,Aft Tuas Ter,1.3443890810874,103.63837611639327
1294,25421,Tuas West Dr,OPP TUAS LINK STN,1.3414665264837,103.63745040018382
1295,25429,Tuas West Dr,TUAS LINK STN,1.34055807307548,103.63696536000046
1296,25431,Tuas West Dr,Super Continental,1.33897644927954,103.63658739973077
1297,25439,Tuas West Dr,Opp Super Continental,1.33912525432561,103.63642647473378
1298,25441,Tuas West Dr,Bef Pioneer Rd,1.33483211759061,103.6351235369854
1299,25449,Tuas West Dr,Aft Pioneer Rd,1.33559254994067,103.63488564434365
1300,25451,Tuas West Dr,Aft Tuas West St,1.3322832999168,103.63410305264573
1301,25459,Tuas West Dr,Opp Tuas West St,1.33279999997118,103.63412166700834
1302,25461,Tuas West Dr,Aft Tuas West Ave,1.32944826490136,103.63291879027565
1303,25469,Tuas West Dr,Bef Tuas West Ave,1.32929472200012,103.63264583299014
1304,25471,Tuas Link 4,Opp S'pore Epson Ind,1.33552353410516,103.64184123007807
1305,25479,Tuas Link 4,S'pore Epson Ind,1.33552805597987,103.64162972197275
1306,25491,Tuas Link 4,Opp Super Continental,1.33901033639652,103.63816647849173
1307,25499,Tuas Link 4,Super Continental,1.33874972198024,103.63823777800012
1308,25501,Tuas Ave 7,Kee Wee Hup Kee,1.33379055380717,103.6436358584241
1309,25509,Tuas Ave 7,Opp Kee Wee Hup Kee,1.33355930464673,103.64364939022576
1310,25511,Tuas Ave 12,MICHELMAN,1.32981500001918,103.64080472198735
1311,25519,Tuas Ave 12,OPP MICHELMAN,1.32981451584967,103.6409965426425
1312,25531,Tuas Ave 7,ST KINETICS,1.332349,103.645156
1313,25539,Tuas Ave 7,FUJIFILM,1.332311,103.64507
1314,25541,Tuas Ave 7,PEC,1.329782,103.647851
1315,25549,Tuas Ave 7,CAST LABORATORIES,1.329815,103.647687
1316,25551,Tuas Ave 8,GARMCO,1.325522,103.645927
1317,25559,Tuas Ave 8,LEE WELDED MESH,1.325651,103.645879
1318,25561,Tuas Sth Ave 5,INVISTA,1.31836,103.637711
1319,25569,Tuas Sth Ave 5,OPP INVISTA,1.318191,103.637247
1320,25571,Tuas Sth Ave 5,OPP WEST STAR,1.315444,103.635242
1321,25579,Tuas Sth Ave 5,WEST STAR,1.315542,103.634947
1322,25589,Tuas Ave 8,CROWN EQUIPMENT,1.328334,103.648426
1323,25591,Tuas Sth Ave 4,OPP WYETH PHARMACEUTICALS,1.310246,103.63509
1324,25599,Tuas Sth Ave 4,WYETH PHARMACEUTICALS,1.30943,103.635806
1325,25601,Tuas Sth Ave 7,PFIZER GLOBAL,1.301632,103.634717
1326,25609,Tuas Sth Ave 7,MERCK SHARP & DOHME,1.301942,103.634519
1327,25611,Tuas Sth Ave 7,OPP WESTLINK TWO,1.297703,103.633033
1328,25621,Tuas Sth Ave 7,STARBURST ENGRG,1.294382,103.631889
1329,25631,Tuas Sth Ave 7,CONTAINER CONNECTIONS,1.290329,103.631397
1330,25641,Tuas Sth Ave 9,OPP ROCHE S'PORE TECH,1.296157,103.638434
1331,25651,Tuas Sth Ave 6,NOVARTIS,1.299345,103.63553
1332,25661,Tuas Sth Ave 8,BEF TUAS BAY LINK,1.293361,103.639925
1333,25669,Tuas Sth Ave 8,AFT TUAS BAY LINK,1.293396,103.639523
1334,25671,Tuas Bay Link,BEF OFFSHORE MARINE CTR,1.294546,103.641614
1335,25681,Pioneer Rd,BEF TUAS WEST AVE,1.332541,103.637033
1336,25689,Pioneer Rd,AFT TUAS WEST AVE,1.332109,103.637126
1337,25691,Tuas Ave 20,AFT TUAS WEST RD STN,1.328519,103.639669
1338,25701,Tuas Sth Ave 5,GLAXOSMITHKLINE,1.295593,103.627651
1339,25709,Tuas Sth Ave 5,EDGEN MURRAY,1.295671,103.627284
1340,25711,Tuas Sth Ave 5,OPP THE INDEX,1.288627,103.625073
1341,25719,Tuas Sth Ave 5,THE INDEX,1.289014,103.624893
1342,25729,Tuas Sth Ave 10,ABBOTT,1.284932,103.628258
1343,25741,Tuas Sth Ave 12,HALLIBURTON,1.280501,103.62711
1344,25751,Tuas Sth Ave 5,BEF TUAS STH AVE 14,1.27637,103.621508
1345,25761,Tuas Sth Ave 14,OPP REC S'PORE,1.275062,103.624222
1346,25771,Tuas Sth Ave 14,AFT TUAS STH ST 7,1.274334,103.632329
1347,25781,Tuas Sth Ave 9,OPP SLS,1.276398,103.635811
1348,25791,Tuas Sth Ave 9,BEF TUAS STH AVE 10,1.28207,103.636168
1349,25801,Tuas Sth Ave 9,BEF TUAS STH AVE 7,1.28451,103.634186
1350,25811,Tuas Ave 12,SIEM SENG HING,1.332261,103.643199
1351,25819,Tuas Ave 12,OPP BEYONICS TECHNOLOGY,1.332495,103.64353
1352,25821,Pioneer Rd,TUAS AMENITY CTR,1.317492,103.652589
1353,26011,Tuas Cres,Bef Tuas Ave 11,1.31922965607898,103.64876709883725
1354,26019,Tuas Cres,PROGRESS GALVANIZING,1.318612,103.648062
1355,26021,Tuas Cres,Bef Tuas Ave 13,1.3172613938167,103.64693086349153
1356,26029,Tuas Cres,CHIA HOCK TRADING CO,1.317805,103.647257
1357,26031,Tuas Cres,Hiap Seng Engrg Ltd,1.31548257210498,103.64524684749753
1358,26039,Tuas Cres,ASIA POLYURETHANE,1.316062,103.645623
1359,26041,Tuas Cres,HIAP SENG ENGRG LTD,1.314711,103.643052
1360,26049,Tuas Cres,Damen Shipyard,1.31486576449382,103.64275148813714
1361,26051,Tuas Cres,BLASTING ABRASIVES,1.316385,103.641295
1362,26059,Tuas Cres,PAXOCEAN,1.31672777803073,103.64083888900358
1363,26061,Tuas Cres,B S DEVELOPMENT,1.318186,103.639406
1364,26069,Tuas Cres,Aft Tuas Ave 16,1.31850277800807,103.63897555599392
1365,26071,Tuas Cres,UNIFINE STAR PETROCHEM,1.320508,103.637024
1366,26079,Tuas Cres,Bef Tuas Loop,1.32060611102859,103.6367552779852
1367,26081,Tuas Cres,BEF TUAS AVE 18A,1.322491,103.634908
1368,26089,Tuas Cres,Bef Tuas Ave 20,1.32215171578031,103.63510021174817
1369,26091,Tuas Ave 20,ROTARY ENGRG,1.324656,103.636135
1370,26099,Tuas Ave 20,Bef Tuas Ave 13,1.32464249366642,103.63599686578979
1371,26101,Tuas Ave 20,BASF STH EAST ASIA,1.326868,103.638144
1372,26109,Tuas Ave 20,Bef Tuas Ave 11,1.32727742846476,103.63849052734983
1373,26111,Tuas Basin Link,Tru-Marine,1.31464305600075,103.6542583329887
1374,26121,Tuas Basin Link,Bef Tuas Amenity Ctr,1.31736840181558,103.65136419209274
1375,26131,Tuas Basin Link,Aft Tuas Cres,1.31902277799591,103.64969999999403
1376,26141,Tuas Ave 11,Smarty,1.32668624650782,103.6402558570377
1377,26151,Tuas Ave 11,Opp Hempel,1.32452998769194,103.64252271521323
1378,26161,Tuas Ave 11,3NC S'pore,1.32238325656852,103.6448005401494
1379,26171,Tuas Ave 11,Richee Engrg,1.32013250000852,103.64712138903367
1380,26201,Tuas West Dr,Opp MSD,1.32695291537121,103.63192950215767
1381,26209,Tuas West Dr,MSD,1.32692000001177,103.63175333302223
1382,26211,Tuas Sth Ave 9,Framo S'pore Pte Ltd,1.2909661076742,103.6368386816709
1383,26221,Tuas Sth Ave 9,Opp YLS Steel,1.29324977797865,103.63700231055886
1384,26241,Tuas Sth Ave 3,Aft Tuas Sth Ave 2,1.32051139798651,103.63084994911132
1385,26249,Tuas Sth Ave 3,Bef Tuas Sth Ave 2,1.32047370757812,103.63121830364248
1386,26251,Tuas Sth Ave 3,Bef Tuas Sth Ave 2,1.31744784261205,103.62972683501111
1387,26259,Tuas Sth Ave 3,Aft Tuas Sth Ave 2,1.31751639387096,103.63011079068617
1388,26261,Tuas Sth Ave 3,Aft Tuas Sth Ave 4,1.31470906872568,103.62871219060811
1389,26269,Tuas Sth Ave 3,Bef Tuas Sth Ave 4,1.3143583329901,103.62895500001656
1390,26279,Tuas Sth Ave 3,Aft Tuas Sth Ave 4,1.31133425245546,103.6278418960082
1391,26289,Tuas Sth Ave 3,Opp Caterpillar,1.30854575415228,103.62682065616312
1392,26299,Tuas Sth Ave 3,Bef Tuas Sth Ave 6,1.30510954355111,103.62556346611815
1393,26311,Tuas Sth Ave 5,Aft Tuas Sth Ave 6,1.30228826515768,103.62978115947503
1394,26321,Tuas Sth Ave 5,Bef Tuas Sth St 2,1.30603953289231,103.63116893582946
1395,26331,Tuas Sth Ave 5,RS Components,1.30869957612651,103.63213426017337
1396,26349,Tuas Sth Ave 4,Tuas Technology Pk,1.3119396916744,103.62993851893346
1397,26369,Tuas Sth Ave 3,See Hup Seng,1.2984699944142,103.62308583345813
1398,26379,Tuas Sth Ave 3,Yong Nam,1.29387380677403,103.62192147229634
1399,26389,Tuas Sth Ave 3,Bef Tuas Sth Ave 5,1.29055080908937,103.62453377233186
1400,26399,Tuas Sth Ave 3,Aft Tuas View Cres,1.28949499042217,103.627460343254
1401,26409,Tuas Sth Ave 3,Multico,1.28912909258559,103.63019873280872
1402,26419,Tuas Sth Ave 3,Aft Tuas View Circuit,1.28891937327423,103.63301962123198
1403,26429,Tuas Sth Ave 3,Bef Tuas Sth Ave 9,1.28869749978137,103.63586909363458
1404,26431,Tuas Sth Ave 8,Aft Tuas Sth Ave 9,1.29448159014169,103.63619121489278
1405,26441,Tuas Sth Ave 8,Bef Tuas Sth Ave 7,1.29568927488087,103.63296571362545
1406,26451,Tuas Sth Ave 8,Bef Tuas Sth Ave 5,1.29689770170555,103.62977787735203
1407,26461,Tuas Sth Ave 5,Aft Tuas Sth Ave 8,1.29946472196917,103.62876777798095
1408,27011,Nanyang Cres,Blk 55,1.35586334559449,103.68610938870162
1409,27021,Nanyang Cres,Hall 15,1.35324138896679,103.68192916699402
1410,27031,Nanyang Cres,Hall 12,1.35186815681876,103.68051749839925
1411,27041,Nanyang Cres,CP 7,1.35071936245692,103.67864247139183
1412,27051,Nanyang Cres,NIE Lib,1.34845333297072,103.67665805600423
1413,27061,Nanyang Dr,Opp Blk 41,1.34984722128218,103.68387082088056
1414,27069,Nanyang Dr,Blk 41,1.35008972199881,103.68418444402793
1415,27071,Nanyang Cres,Nanyang Crescent Hall,1.35507533539502,103.68452767084537
1416,27091,Jln Bahar,Opp Blk 271 CP,1.34910999998031,103.70388500000492
1417,27099,Jln Bahar,Blk 271 CP,1.35023689448473,103.70360999821403
1418,27101,Jln Bahar,Opp Westwood Sec Sch,1.35259472200365,103.70111638902962
1419,27109,Jln Bahar,Westwood Sec Sch,1.35309472199852,103.70082305601869
1420,27121,Jln Bahar,Bef Nanyang Ave,1.35682305601032,103.69521277798744
1421,27129,Jln Bahar,Opp Nanyang Ave,1.35733217246828,103.69516041986128
1422,27131,Jurong West St 91,Blk 932,1.34193999997072,103.6885297219715
1423,27139,Jurong West St 91,Blk 934,1.34202746082141,103.68898154351334
1424,27141,Jurong West St 91,Blk 920,1.33967546710179,103.68779973857258
1425,27149,Jurong West St 91,Juying Pr Sch,1.33906525108364,103.68875795867145
1426,27159,Jurong West St 92,Blk 924,1.34033777802121,103.69005138898682
1427,27169,Nanyang Ave,Bef Jln Bahar,1.35693103245165,103.69424464254188
1428,27171,Nanyang Ave,Bef Lor Danau,1.35604565059158,103.6916825448322
1429,27179,Nanyang Ave,Aft Lor Danau,1.35618418171977,103.6917825773122
1430,27181,Nanyang Ave,PUB Sub-Stn,1.35587588807417,103.68903620638115
1431,27189,Nanyang Ave,Opp PUB Sub-Stn,1.35607204234326,103.68903921690323
1432,27199,Nanyang Ave,Hall 11,1.35434216792763,103.68685754938303
1433,27209,Nanyang Ave,Hall 8,1.35150701703353,103.68569234331088
1434,27211,Nanyang Dr,Lee Wee Nam Lib,1.34793140650697,103.68050066497821
1435,27219,Nanyang Dr,Blk 2,1.34793269501118,103.68025240016884
1436,27221,Nanyang Dr,Sch Of CEE,1.34623151653928,103.67851763727317
1437,27231,Nanyang Dr,Sch Of Comm And Info,1.34207972361937,103.67922271593845
1438,27241,Nanyang Dr,Hall 7,1.33998726585628,103.68089382456998
1439,27251,Nanyang Dr,Yunnan Gdn,1.34162269584125,103.68420609962317
1440,27261,Nanyang Dr,Hall 4,1.34332011366726,103.68632093846232
1441,27271,Jurong West St 91,Blk 962,1.34199989028017,103.69132051378558
1442,27279,Jurong West St 91,Blk 953,1.34210239034142,103.69119289371211
1443,27281,Lien Ying Chow Dr,Hall 1,1.34565500002282,103.68780555602468
1444,27291,Lien Ying Chow Dr,Opp Hall 6,1.34772267411254,103.68649929145208
1445,27301,Pioneer Rd Nth,Blk 978,1.34045284969365,103.69439784182157
1446,27309,Pioneer Rd Nth,Blk 705,1.3410704693164,103.69426536144466
1447,27311,Lien Ying Chow Dr,Hall 2,1.34902211051484,103.68539285058924
1448,27321,Pioneer Rd Nth,Blk 949,1.34403944399659,103.6917308330011
1449,27329,Pioneer Rd Nth,Blk 840,1.34404250003243,103.69186499999779
1450,27331,Jurong West St 72,West Grove Pr Sch,1.34537305600812,103.69941138898014
1451,27341,Jurong West St 72,Blk 729,1.34663703411498,103.69778819793345
1452,27349,Jurong West St 72,Blk 745,1.34680805601666,103.69781805598312
1453,27351,Jurong West Ave 5,Blk 715,1.34423200986065,103.69613170622605
1454,27359,Jurong West Ave 5,Blk 817,1.34441434989381,103.69601368907118
1455,27361,Jurong West Ave 5,Blk 710,1.34294490356227,103.6945223808434
1456,27369,Jurong West Ave 5,Blk 834,1.34285373346865,103.6941039562493
1457,27371,Jurong West St 75,Opp Blk 755,1.34751384306624,103.700994411555
1458,27379,Jurong West St 75,Blk 755,1.34805042142493,103.70087385175057
1459,27381,Jurong West St 75,Blk 749,1.3481478303518,103.69863834523142
1460,27389,Jurong West St 75,Gek Poh Shop Ctr,1.34845180903204,103.69810437813979
1461,27391,Jurong West St 82,Blk 857,1.34842706557746,103.6963119899037
1462,27399,Jurong West St 82,Bet Blks 859/860,1.34866469760279,103.69640367719292
1463,27401,Jurong West St 81,Pioneer Sec Sch,1.34736600563095,103.6941379590552
1464,27409,Jurong West St 81,Blk 821,1.34719000000045,103.69416749997193
1465,27411,Jurong West St 81,Blk 844A CP,1.34590833297224,103.69273749998102
1466,27419,Jurong West St 81,Blk 827,1.34575472199235,103.6928200000021
1467,27421,Jurong West St 71,Blk 701,1.3428341669778,103.69536361096887
1468,27429,Jurong West St 71,Blk 711,1.34286500004293,103.69555805555355
1469,27431,Jurong West Ave 5,Blk 762,1.34946527300866,103.69734630614052
1470,27439,Jurong West Ave 5,Blk 861,1.34941077845235,103.6971171383191
1471,27441,Jurong West Ave 5,Bet Blks 757/758,1.35032868767666,103.70079327483805
1472,27449,Jurong West Ave 5,Aft Westwood Ave,1.35053242519874,103.70107895859192
1473,27451,Jurong West Ave 3,Bet Blks 272D/271A,1.35128613677034,103.7041505569119
1474,27459,Jurong West Ave 3,Blk 273B,1.35145070001383,103.70399035610369
1475,27461,Jurong West Ave 3,Opp Blk 276B,1.35293305775698,103.70512862147237
1476,27469,Jurong West Ave 3,Blk 276B,1.35307192192765,103.70486709831036
1477,27471,Jurong West St 23,Corporation Pr Sch,1.35216655807357,103.70782478135614
1478,27479,Jurong West St 23,Opp Corporation Pr Sch,1.3518923433776,103.70818261767401
1479,27501,Jurong West St 93,NTUC HEALTH NURSING HME,1.34097116721964,103.69167107077278
1480,27509,Jurong West St 93,Bef Yunnan Cres,1.34043647212319,103.69135819975955
1481,27511,Jurong West St 93,Blk 974,1.33925202251324,103.69310573763543
1482,27519,Jurong West St 93,Opp Blk 974,1.34004285535929,103.69292404819555
1483,27521,Jurong West St 93,Blk 986 CP,1.3368089664846,103.69406174421559
1484,27529,Jurong West St 93,Opp Blk 987A,1.33629804819426,103.69406295180332
1485,27531,Jurong West St 91,Blk 918,1.34052795177305,103.68697304819686
1486,27539,Jurong West St 91,BEF XINGNAN PR SCH,1.34071614464901,103.6868923374865
1487,28009,Jurong Gateway Rd,Jurong East Temp Int,1.3334081875974,103.74154249246223
1488,28011,C'wealth Ave West,BEF TOH TUCK AVE,1.32425805601593,103.7591472219987
1489,28019,C'wealth Ave West,Aft Toh Tuck Ave,1.32492720506757,103.75894333173954
1490,28021,Boon Lay Way,OPP 8 @TRADEHUB 21,1.32615808379173,103.75545022241596
1491,28029,Boon Lay Way,8 @ TRADEHUB 21,1.32688998200812,103.75436027668461
1492,28031,Boon Lay Way,Bef The Synergy,1.32790100001681,103.75101499996688
1493,28039,Boon Lay Way,Aft Boon Lay Sub Stn,1.3280750000324,103.75140833297368
1494,28041,Boon Lay Way,The Synergy,1.33008349967851,103.74828366332322
1495,28049,Boon Lay Way,Opp The Synergy,1.33069921313648,103.7481034124348
1496,28051,Boon Lay Way,Big Box,1.33228999677029,103.74574002371804
1497,28059,Boon Lay Way,Ng Teng Fong General Hosp,1.33260638902834,103.74580722197156
1498,28061,Boon Lay Way,Jurong East Stn/Int,1.33596390763107,103.74254813709638
1499,28069,Boon Lay Way,Blk 203,1.33644240098532,103.74255737341373
1500,28071,Boon Lay Way,Blk 105,1.33765035288669,103.73904242961275
1501,28079,Boon Lay Way,Blk 210,1.33839906637569,103.7386009027093
1502,28081,Boon Lay Way,Blk 112,1.33950830792818,103.73664764665054
1503,28089,Boon Lay Way,Bef Yuhua CC,1.34016358625469,103.73634638831608
1504,28091,Boon Lay Way,Lakeside Stn,1.34425795644531,103.72012487725401
1505,28099,Boon Lay Way,Opp Lakeside Stn,1.34432009933148,103.71929832147642
1506,28101,Toh Tuck Ave,Opp SMRT Ulu Pandan Depot,1.33312436803086,103.75905617435505
1507,28109,Toh Tuck Ave,SMRT Ulu Pandan Depot,1.33327344230787,103.7593317971408
1508,28111,Jurong Rd,Aft Bt Batok Rd,1.34782896282217,103.73585443658877
1509,28119,Jurong Rd,Bef Bt Batok Rd,1.34785060542116,103.73605533760114
1510,28121,Jurong Rd,Opp Track 18,1.35032065526174,103.73339597002595
1511,28129,Jurong Rd,Aft Track 18,1.35031883853044,103.73374305465153
1512,28131,Jurong Rd,Bef Jurong Lodge 1B,1.35278565732347,103.7305039062986
1513,28139,Jurong Rd,Aft Track 22,1.35311302520987,103.73044252393824
1514,28141,Jurong Rd,Aft Track 22,1.35399777798868,103.72857249997169
1515,28149,Jurong Rd,Opp Jurong Lodge 1B,1.35405977108138,103.72912055580257
1516,28151,Jurong Rd,Bef Hong Kah Circle,1.35582600662483,103.721474630709
1517,28159,Jurong Rd,Aft Hong Kah Circle,1.35598754660164,103.72138451627544
1518,28161,Jurong Rd,Bef Hong Kah Flyover,1.35600421192942,103.71927843716833
1519,28169,Jurong Rd,Aft Hong Kah Flyover,1.35616202214588,103.71949603869263
1520,28181,Toh Tuck Ave,Bef Toh Tuck Link,1.32996642498284,103.75819801692671
1521,28189,Toh Tuck Ave,Aft Toh Tuck Link,1.32992124735954,103.75850603827898
1522,28201,Jurong Gateway Rd,Opp The JTC Summit,1.33205706208933,103.7418504873348
1523,28211,Jurong Gateway Rd,Opp Blk 135,1.33418677275445,103.74070680700304
1524,28221,Jurong Town Hall Rd,Opp Intl Business Pk,1.32761805004,103.74494173101616
1525,28229,Jurong Town Hall Rd,German Ctr,1.32536675242565,103.74593185918442
1526,28231,Jurong Town Hall Rd,Jurong Town Hall,1.32986201071411,103.74248183726264
1527,28239,Jurong Town Hall Rd,Opp Jurong Town Hall,1.32980442518564,103.74307145172916
1528,28241,Jurong Town Hall Rd,Opp Jurong East Lib,1.33175858461326,103.73957485927775
1529,28249,Jurong Town Hall Rd,Jurong East Lib,1.33212287290362,103.73979174224014
1530,28251,Jurong Town Hall Rd,S'pore Science Ctr,1.33382805600325,103.7369883329766
1531,28259,Jurong Town Hall Rd,Opp S'pore Science Ctr,1.33415472196842,103.73698833298555
1532,28261,Jurong Town Hall Rd,Aft S'pore Science Ctr,1.33614236992322,103.73489878344925
1533,28269,Jurong Town Hall Rd,Blk 118,1.33653242651923,103.73499280022457
1534,28271,Jurong Town Hall Rd,Opp Blk 114,1.33899259685337,103.73390575121081
1535,28279,Jurong Town Hall Rd,Blk 114,1.33948295480474,103.73423653369264
1536,28281,Jurong Town Hall Rd,Parc Oasis,1.3420603281321,103.73537548132207
1537,28289,Jurong Town Hall Rd,Blk 228,1.34238972202327,103.73598888901057
1538,28291,Jurong Town Hall Rd,Blk 303,1.34446090409168,103.73638303040048
1539,28299,Jurong Town Hall Rd,Blk 253,1.34438323067917,103.73667027224192
1540,28301,Jurong Gateway Rd,Blk 131,1.33473899929823,103.74030301599491
1541,28309,Jurong Town Hall Rd,Intl Business Pk,1.32628627629778,103.74578490414557
1542,28311,Jurong East Ctrl,Blk 209,1.33825277511898,103.74108351905207
1543,28319,Jurong East Ctrl,Blk 207,1.33862623918679,103.74173313734524
1544,28321,Jurong East Ave 1,Blk 239,1.34127166427214,103.74090313908255
1545,28329,Jurong East Ave 1,Blk 246,1.3414709231345,103.74043571670437
1546,28331,Jurong East Ave 1,Blk 229,1.34204392869092,103.73804926872124
1547,28339,Jurong East Ave 1,Blk 252,1.34270510558579,103.73737517747826
1548,28341,Boon Lay Way,Chinese Gdn Stn,1.34247027799798,103.73271277802048
1549,28349,Boon Lay Way,Opp Chinese Gdn Stn,1.34255113741933,103.73318514055593
1550,28351,Boon Lay Way,Opp Blk 350,1.343615278018,103.73105583301476
1551,28359,Boon Lay Way,Blk 350,1.34388722199927,103.73119944403174
1552,28361,Boon Lay Way,Jurong Lake,1.34418881822068,103.72748780602458
1553,28369,Boon Lay Way,Opp Jurong Lake,1.34449722197147,103.72747138899737
1554,28371,Boon Lay Way,Bef Jurong West St 51,1.34487972199034,103.72409194399874
1555,28379,Boon Lay Way,Aft Jurong West St 51,1.34513639882838,103.72426131705271
1556,28381,Jurong West St 51,Blk 515,1.34626967118054,103.72129604136144
1557,28389,Jurong West St 51,Opp Blk 515,1.34646209983221,103.72147231551902
1558,28391,Jurong West St 51,Blk 501,1.34978093237085,103.71937165971983
1559,28399,Jurong West St 51,Blk 458,1.34974947213063,103.71964821094637
1560,28401,Jurong West Ave 1,Blk 502,1.3506545513673,103.71861401513462
1561,28409,Jurong West Ave 1,Blk 454,1.35081149361542,103.71793769087185
1562,28411,Jurong West St 52,Blk 526,1.34805444396931,103.7176175000189
1563,28421,Jurong West St 52,Blk 517,1.34591586108958,103.71934571086803
1564,28431,Jurong East Ctrl,Blk 134,1.33449626498358,103.73881557585635
1565,28439,Jurong East Ctrl,Blk 124,1.33451434015094,103.7385749816785
1566,28441,Jurong East Ctrl,Seventh-Day Advent Ch,1.33576638902918,103.73884916698127
1567,28449,Jurong East Ctrl,Bef Seventh-Day Advent Ch,1.33618166701348,103.73944500002973
1568,28451,Jurong East Ave 1,Parc Oasis,1.34394189080479,103.73465998158574
1569,28459,Jurong East Ave 1,Opp Parc Oasis,1.34440772894012,103.7343152870331
1570,28461,Jurong East Ave 1,Blk 347,1.345332402809,103.73205383657178
1571,28469,Jurong East Ave 1,Blk 316,1.34612717332075,103.73193313637753
1572,28471,Jurong East St 32,Opp Blk 311,1.34811145616559,103.73224640616968
1573,28481,Jurong East St 32,Blk 306,1.34618139069958,103.73421591577221
1574,28491,Jurong East Ave 1,Opp Jurong Polyclinic,1.34905596073619,103.7307863306416
1575,28499,Jurong East Ave 1,Jurong Polyclinic,1.34963044051902,103.73046199733298
1576,28501,Jurong West Ave 1,Blk 490,1.34980328426271,103.72737769835274
1577,28509,Jurong West Ave 1,Blk 422,1.35003470887569,103.72654009750788
1578,28511,Jurong West Ave 1,Blk 463,1.35063596491215,103.7237236090261
1579,28519,Jurong West Ave 1,Blk 425,1.35058416759245,103.72452492776075
1580,28521,Jurong West Ave 1,Blk 457,1.35097548065061,103.72120042369096
1581,28529,Jurong West Ave 1,Blk 441,1.35117921308914,103.7206511492765
1582,28531,Jurong West Ave 1,Blk 536,1.35006115514965,103.71652940446651
1583,28539,Jurong West Ave 1,Blk 538,1.34975477386966,103.71542393424821
1584,28541,Jurong West St 42,Blk 551,1.35235805602121,103.7172600000334
1585,28551,Jurong West St 42,Blk 560A,1.35309201855261,103.71993998752167
1586,28561,Jurong West St 42,Blk 402,1.35318546958489,103.72232429359829
1587,28571,Jurong West St 42,Blk 416,1.35242067621829,103.72542293305399
1588,28581,Jurong West St 41,Blk 491,1.34925114010527,103.72570564902432
1589,28591,Jurong West St 41,Opp Blk 481,1.34645638903065,103.72538249998607
