,Project.Name,Latitude,Longitude,nearest_hospital,nearest_mall,nearest_mrt,nearest_busstop
1172,BLISS VILLE,1.3237282,103.9091303,Parkway East Hospital,Singpost Centre,KEMBANGAN MRT STATION,83341
1173,URBAN TREASURES,1.3299327,103.9057933,Parkway East Hospital,Singpost Centre,KAKI BUKIT MRT STATION,72019
1174,# 1 SUITES,1.3124762,103.8815407,Raffles Hospital,Leisure Park Kallang,ALJUNIED MRT STATION,80089
1175,SMART SUITES,1.3151489,103.8838253,Parkway East Hospital,Paya Lebar Square,ALJUNIED MRT STATION,81011
1176,REZI 24,1.3116236,103.8834254,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81169
1177,ESTA RUBY,1.3139254,103.8934373,Parkway East Hospital,City Plaza,PAYA LEBAR MRT STATION,82231
1178,BLISS RESIDENCES,1.3201788,103.9122554,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,83059
1179,SIMS GREEN,1.3143919,103.8846063,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81029
1180,LOTUS AT PAYA LEBAR (WEST WING),1.3156374,103.891443,Parkway East Hospital,City Plaza,PAYA LEBAR MRT STATION,81129
1181,MILLAGE,1.3169742,103.8990086,Parkway East Hospital,Singpost Centre,EUNOS MRT STATION,82221
1182,REZI 3TWO,1.3121386,103.8868038,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,81159
1183,SIXTEEN35 RESIDENCES,1.3154162,103.8886569,Parkway East Hospital,City Plaza,PAYA LEBAR MRT STATION,81049
1184,SUNSTONE RESIDENCES,1.3259142,103.909188,Parkway East Hospital,Singpost Centre,KEMBANGAN MRT STATION,83341
1185,THE TRUMPS,1.3202602,103.913475,Parkway East Hospital,Bedok Mall,KEMBANGAN MRT STATION,83062
1186,LE REGAL,1.3124639,103.8800964,Raffles Hospital,Leisure Park Kallang,ALJUNIED MRT STATION,80089
1187,STARVILLE,1.3276779,103.9112426,Parkway East Hospital,Bedok Mall,KEMBANGAN MRT STATION,83351
1188,ASTORIA PARK,1.3211447,103.9117518,Parkway East Hospital,Singpost Centre,KEMBANGAN MRT STATION,83062
1189,33 RESIDENCES,1.3119671,103.8864867,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,81159
1190,THE SUNNY SPRING,1.312215,103.889486,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,81149
1191,# 1 LOFT,1.312917,103.8835,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81029
1192,IDYLLIC SUITES,1.3128937,103.8864963,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,81049
1193,THE WATER EDGE,1.3137914,103.8887428,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,81049
1194,STUDIO8,1.311085,103.873001,Raffles Hospital,Kallang Wave Mall,KALLANG MRT STATION,80049
1195,D'WEAVE,1.3156622,103.8905717,Parkway East Hospital,City Plaza,PAYA LEBAR MRT STATION,81069
1196,THE LENOX,1.3185132,103.9112724,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,83059
1197,ATHENA VILLE,1.3150726,103.8857253,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81031
1198,LEVENUE,1.3282965,103.9137396,Parkway East Hospital,Bedok Mall,KEMBANGAN MRT STATION,83361
1199,LE REVE,1.318915,103.906147,Parkway East Hospital,Singpost Centre,EUNOS MRT STATION,83029
1200,D'OASIA,1.3196848,103.9103821,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,83031
1201,SIMSVILLE,1.3172797,103.8887693,Parkway East Hospital,Paya Lebar Square,PAYA LEBAR MRT STATION,81051
1202,CENTRA RESIDENCE,1.3129027,103.8758508,Farrer Park Hospital,Kallang Wave Mall,KALLANG MRT STATION,80071
1203,CENTRAL GROVE,1.3162085,103.8845669,Parkway East Hospital,Paya Lebar Square,ALJUNIED MRT STATION,81011
1204,CASSIA VIEW,1.3109261,103.8866526,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,81159
1205,PAYA LEBAR RESIDENCES,1.3175335,103.8913414,Parkway East Hospital,Paya Lebar Square,PAYA LEBAR MRT STATION,81119
1206,THE ALCOVE,1.319612838,103.8821957,Parkway East Hospital,Paya Lebar Square,ALJUNIED MRT STATION,81099
1207,TROPIKA EAST,1.328986,103.9067266,Parkway East Hospital,Singpost Centre,KAKI BUKIT MRT STATION,72019
1208,DAKOTA RESIDENCES,1.3064686,103.8868167,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,81179
1209,LA FLEUR,1.312443,103.884543,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81029
1210,PALM LODGE,1.3153061,103.8899313,Parkway East Hospital,City Plaza,PAYA LEBAR MRT STATION,81069
1211,THE ANTARES,1.3253976,103.8831558,Parkway East Hospital,Paya Lebar Square,MATTAR MRT STATION,70231
1212,GEYLANG HERITAGE,1.3130306,103.8875702,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,81049
1213,REZI 26,1.3129683,103.8851217,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81029
1214,GRANDLINK SQUARE,1.3142609,103.8914534,Parkway East Hospital,City Plaza,PAYA LEBAR MRT STATION,81139
1215,THE WATERINA,1.3126489,103.890178,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,81141
1216,LOTUS AT PAYA LEBAR (EAST WING),1.3156374,103.891443,Parkway East Hospital,City Plaza,PAYA LEBAR MRT STATION,81129
1217,METRO LOFT,1.3141655,103.8835484,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81011
1218,THE VINES,1.320323835,103.9080027,Parkway East Hospital,Singpost Centre,EUNOS MRT STATION,83011
1219,28 IMPERIAL RESIDENCES,1.3117963,103.884782,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81029
1220,PAVILION SQUARE,1.3129094,103.8797692,Raffles Hospital,Leisure Park Kallang,ALJUNIED MRT STATION,80089
1221,NESS,1.314677,103.883234,Parkway East Hospital,Paya Lebar Square,ALJUNIED MRT STATION,81011
1222,SUNNY GROVE,1.3155245,103.8894898,Parkway East Hospital,City Plaza,PAYA LEBAR MRT STATION,81051
1223,SUITES 28,1.3126439,103.8860985,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81029
1224,REZI 35,1.315779,103.8886696,Parkway East Hospital,Paya Lebar Square,PAYA LEBAR MRT STATION,81051
1225,WINDY HEIGHTS,1.3269177,103.9103011,Parkway East Hospital,Singpost Centre,KEMBANGAN MRT STATION,83341
1226,ESCADA VIEW,1.3289327,103.9133937,Parkway East Hospital,Bedok Mall,BEDOK NORTH MRT STATION,83361
1227,CENTRAL IMPERIAL,1.3124327,103.8790049,Raffles Hospital,Leisure Park Kallang,ALJUNIED MRT STATION,80089
1228,SIMS EDGE,1.3163839,103.8879366,Parkway East Hospital,Paya Lebar Square,ALJUNIED MRT STATION,81031
1229,GUILLEMARD VIEW,1.3111963,103.8845201,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,81169
1230,FUYUEN COURT,1.3159339,103.8888893,Parkway East Hospital,Paya Lebar Square,PAYA LEBAR MRT STATION,81051
1231,VIENTO,1.308662,103.911826,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,92309
1232,CITY PLAZA,1.3147665,103.8934127,Parkway East Hospital,City Plaza,PAYA LEBAR MRT STATION,82109
1233,GRANDVIEW SUITES,1.3128254,103.8824543,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81231
1234,CENTRA HEIGHTS,1.3163033,103.8865859,Parkway East Hospital,Paya Lebar Square,ALJUNIED MRT STATION,81031
1235,AVANT RESIDENCES,1.3136393,103.8823463,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81231
1236,CASA EMERALD,1.3121498,103.8871562,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,81159
1237,THE OCTET,1.3120222,103.883477,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81169
1238,SINGA HILLS,1.3302893,103.9085201,Parkway East Hospital,Singpost Centre,KAKI BUKIT MRT STATION,72069
1239,D' CASITA,1.3218961,103.9093245,Parkway East Hospital,Singpost Centre,KEMBANGAN MRT STATION,83031
1240,TREASURES @ G20,1.3114026,103.8815887,Raffles Hospital,Leisure Park Kallang,ALJUNIED MRT STATION,80089
1241,NICOLE GREEN,1.3094772,103.8797894,Raffles Hospital,Leisure Park Kallang,MOUNTBATTEN MRT STATION,80259
1242,EAST SHINE,1.3227759,103.9099141,Parkway East Hospital,Singpost Centre,KEMBANGAN MRT STATION,83031
1243,PRIMEDGE,1.3125494,103.8880778,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,81151
1244,ASTON LODGE,1.3097827,103.8772002,Raffles Hospital,Leisure Park Kallang,KALLANG MRT STATION,80119
1245,SUITES@CHANGI,1.3170478,103.9046245,Parkway East Hospital,Singpost Centre,EUNOS MRT STATION,82069
1246,TORIEVIEW MANSIONS,1.3145131,103.8859572,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81031
1247,TREASURES@G19,1.3139616,103.878953,Farrer Park Hospital,Leisure Park Kallang,ALJUNIED MRT STATION,80269
1248,WING FONG MANSIONS/WING FONG COURT,1.3117596,103.8788084,Raffles Hospital,Leisure Park Kallang,ALJUNIED MRT STATION,80069
1249,MERA EAST,1.3182016,103.9092639,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,83049
1250,QUBE SUITES,1.3298124,103.9080711,Parkway East Hospital,Singpost Centre,KAKI BUKIT MRT STATION,72029
1251,SILVERSCAPE,1.312578,103.8871652,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,81159
1252,SIMS POINT,1.3132863,103.8794964,Raffles Hospital,Leisure Park Kallang,ALJUNIED MRT STATION,80089
1253,KINGSTON TERRACE,1.3196909,103.9129023,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,83059
1254,DELIGHT COURT,1.31899486,103.8870075,Parkway East Hospital,Paya Lebar Square,ALJUNIED MRT STATION,81211
1255,CANBERLIN LODGE,1.3094512,103.8769297,Raffles Hospital,Leisure Park Kallang,KALLANG MRT STATION,80119
1256,KEMBANGAN COURT,1.3196458,103.9123117,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,83059
1257,CENTRA STUDIOS,1.3144635,103.8823376,Parkway East Hospital,Paya Lebar Square,ALJUNIED MRT STATION,81231
1258,CASA SARINA,1.3204314,103.9070545,Parkway East Hospital,Singpost Centre,EUNOS MRT STATION,83011
1259,PRIME RESIDENCE,1.3112262,103.8824347,Parkway East Hospital,Leisure Park Kallang,MOUNTBATTEN MRT STATION,81169
1260,ASTON MANSIONS,1.3140727,103.8906552,Parkway East Hospital,City Plaza,PAYA LEBAR MRT STATION,81069
1261,JING SUITES,1.318059,103.906428,Parkway East Hospital,Singpost Centre,EUNOS MRT STATION,83029
1262,EVER LODGE,1.3149426,103.8890539,Parkway East Hospital,City Plaza,PAYA LEBAR MRT STATION,81069
1263,MELOSA,1.3125443,103.8854504,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81029
1264,D'GALLERY,1.319949,103.9120069,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,83059
1265,EUNOS PARK,1.3183584,103.9060988,Parkway East Hospital,Singpost Centre,EUNOS MRT STATION,83029
1266,EDENZ LOFT,1.3123152,103.8834881,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81169
1267,SUNFLOWER VIEW,1.3129339,103.8883378,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,81151
1268,THE CHAMPAGNE,1.3184307,103.9106047,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,83049
1269,RESIDENCES 88,1.3261414,103.9078286,Parkway East Hospital,Singpost Centre,KEMBANGAN MRT STATION,72011
1270,CHEN FANG MANSIONS,1.3153181,103.8878838,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81049
1271,PALMERA EAST,1.3209226,103.9102362,Parkway East Hospital,Singpost Centre,KEMBANGAN MRT STATION,83031
1272,LE MARICAN,1.3261702,103.9074897,Parkway East Hospital,Singpost Centre,KEMBANGAN MRT STATION,72011
1273,CANBERLIN APARTMENTS,1.3107221,103.8798226,Raffles Hospital,Leisure Park Kallang,MOUNTBATTEN MRT STATION,80251
1274,CHOON MOEY MANSIONS,1.315539,103.887054,Parkway East Hospital,Paya Lebar Square,ALJUNIED MRT STATION,81031
1275,COSY 23,1.3125657,103.8864924,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,81159
1276,THE CENTREN,1.3139546,103.8835926,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81029
1277,TREASURES@G6,1.3106292,103.8767486,Raffles Hospital,Kallang Wave Mall,KALLANG MRT STATION,80119
1278,LE ARC,1.3126031,103.8845657,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81029
1279,WANG LODGE,1.3113092,103.8760279,Raffles Hospital,Kallang Wave Mall,KALLANG MRT STATION,80119
1280,SING LIAN BUILDING,1.3184398,103.9109162,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,83049
1281,SIMS RESIDENCES,1.3160702,103.8909865,Parkway East Hospital,City Plaza,PAYA LEBAR MRT STATION,81051
1282,BLOSSOM VIEW,1.3119327,103.8850945,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81029
1283,ROYCE RESIDENCES,1.3113133,103.8763113,Raffles Hospital,Kallang Wave Mall,KALLANG MRT STATION,80069
1284,CRYSTAL LODGE,1.3114295,103.8797111,Raffles Hospital,Leisure Park Kallang,ALJUNIED MRT STATION,80251
1285,BLOSSOM MANSIONS,1.3152256,103.8895296,Parkway East Hospital,City Plaza,PAYA LEBAR MRT STATION,81069
1286,CENTRAL MEADOWS,1.3122755,103.8881775,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,81151
1287,SUNFLOWER GRANDEUR,1.3164085,103.8905103,Parkway East Hospital,Paya Lebar Square,PAYA LEBAR MRT STATION,81051
1288,KENG YEE GARDEN,1.318258,103.910121,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,83049
1289,CANNE LODGE,1.3142858,103.8733808,Farrer Park Hospital,Aperia,KALLANG MRT STATION,80311
1290,PENANG SERVICE APARTMENTS,1.314364349,103.8874927,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81049
1291,MANSIONS 28,1.3152548,103.8870988,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81031
1292,GOODVIEW APARTMENTS,1.3116382,103.8768411,Raffles Hospital,Kallang Wave Mall,KALLANG MRT STATION,80069
1293,GUILIN COURT,1.3121877,103.8847425,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81029
1294,CAMELLIA LODGE,1.3154056,103.8865404,Parkway East Hospital,Paya Lebar Square,ALJUNIED MRT STATION,81031
1295,EDENZ SUITES,1.3128903,103.8856618,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81029
1296,FENG LAI MANSION,1.3117376,103.8866063,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,81159
1297,SUITES @ SIMS,1.3157787,103.8872012,Parkway East Hospital,Paya Lebar Square,ALJUNIED MRT STATION,81031
1298,SALLIM LODGE,1.3257617,103.8826437,Parkway East Hospital,Paya Lebar Square,MATTAR MRT STATION,70241
1299,VICENTA LODGE,1.3205576,103.9095803,Parkway East Hospital,Singpost Centre,KEMBANGAN MRT STATION,83031
1300,COSMO,1.309575,103.880995,Raffles Hospital,Leisure Park Kallang,MOUNTBATTEN MRT STATION,80259
1301,THE PRIMERO,1.31312,103.879191,Raffles Hospital,Leisure Park Kallang,ALJUNIED MRT STATION,80089
1302,COSY LODGE,1.315316,103.8869523,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81031
1303,BALMY COURT,1.3141501,103.884978,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81029
1304,SUITES @ EUNOS,1.3205409,103.9057855,Parkway East Hospital,Singpost Centre,EUNOS MRT STATION,83101
1305,CANNE VILLE,1.312124731,103.8749243,Raffles Hospital,Kallang Wave Mall,KALLANG MRT STATION,80051
1306,CENTRO MANSIONS,1.3131302,103.8868485,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,81049
1307,THE MIDAS,1.3128475,103.8859515,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81029
1308,THE HELICONIA,1.3266,103.9090344,Parkway East Hospital,Singpost Centre,KEMBANGAN MRT STATION,83341
1309,SIMS DORADO,1.315777,103.8904584,Parkway East Hospital,City Plaza,PAYA LEBAR MRT STATION,81051
1310,GUILIN MANSIONS,1.3158122,103.8898924,Parkway East Hospital,City Plaza,PAYA LEBAR MRT STATION,81051
1311,TORIEVILLE,1.309765,103.876878,Raffles Hospital,Leisure Park Kallang,KALLANG MRT STATION,80119
1312,THE SANCTUARY @ GEYLANG,1.3134688,103.8864914,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81049
1313,CASCATA,1.328559471,103.9088439,Parkway East Hospital,Singpost Centre,KAKI BUKIT MRT STATION,72069
1314,TIVOLI LODGE,1.315569005,103.8871607,Parkway East Hospital,Paya Lebar Square,ALJUNIED MRT STATION,81031
1315,THE NAVIAN,1.3278208,103.9061176,Parkway East Hospital,Singpost Centre,UBI MRT STATION,72011
1316,M SUITES,1.3232874,103.909576,Parkway East Hospital,Singpost Centre,KEMBANGAN MRT STATION,83341
1317,SIMS MEADOWS,1.3148372,103.8880717,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81049
1318,WING FONG BUILDING,1.30886,103.8773367,Raffles Hospital,Leisure Park Kallang,MOUNTBATTEN MRT STATION,80119
1319,SUNNY LODGE,1.3242474,103.906921,Parkway East Hospital,Singpost Centre,EUNOS MRT STATION,83119
1320,THE ARIZON,1.3138182,103.8865789,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81049
1321,BOUGAINVILLA APARTMENTS,1.313667331,103.8803003,Raffles Hospital,Leisure Park Kallang,ALJUNIED MRT STATION,80089
1322,THE LATTIZ,1.3241909,103.9065726,Parkway East Hospital,Singpost Centre,EUNOS MRT STATION,83119
1323,GUILLEMARD APARTMENTS,1.3116935,103.8847483,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81169
1324,EVERGREEN VIEW,1.3134816,103.8884908,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,81049
1325,THE DIAMOND,1.312989,103.876192,Raffles Hospital,Kallang Wave Mall,KALLANG MRT STATION,80071
1326,EUNOS GREEN,1.3186189,103.905563,Parkway East Hospital,Singpost Centre,EUNOS MRT STATION,83029
1327,DENG FU VILLE,1.3190287,103.906633,Parkway East Hospital,Singpost Centre,EUNOS MRT STATION,83011
1328,FAMILIE MANSIONS,1.3098338,103.8774958,Raffles Hospital,Leisure Park Kallang,MOUNTBATTEN MRT STATION,80119
1329,MILL CREEK,1.319647197,103.9099134,Parkway East Hospital,Singpost Centre,KEMBANGAN MRT STATION,83031
1330,SUNFLOWER RESIDENCE,1.3124285,103.8870982,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,81159
1331,ASTOR,1.328797,103.912969,Parkway East Hospital,Bedok Mall,KAKI BUKIT MRT STATION,83351
1332,SMAILING COURT,1.3222446,103.9111817,Parkway East Hospital,Singpost Centre,KEMBANGAN MRT STATION,83331
1333,SKT MANSIONS,1.3146937,103.8826194,Parkway East Hospital,Paya Lebar Square,ALJUNIED MRT STATION,81011
1334,SUNFLOWER REGENCY,1.3112685,103.8812285,Raffles Hospital,Leisure Park Kallang,MOUNTBATTEN MRT STATION,80089
1335,GEYLANG MANSION,1.3129626,103.8845057,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81029
1336,EAST 25 APARTMENTS,1.314468031,103.8831957,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81011
1337,D' PALMA,1.320083101,103.9120376,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,83059
1338,YINCHUAN BUILDING,1.3142436,103.885778,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81029
1339,ANGSANA@21,1.312647,103.875696,Raffles Hospital,Kallang Wave Mall,KALLANG MRT STATION,80071
1340,SUMMER VIEW,1.311707,103.87847,Raffles Hospital,Leisure Park Kallang,ALJUNIED MRT STATION,80069
1341,LOFT 33,1.3127779,103.8871226,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,81159
1342,KEMBANGAN PLAZA,1.3204831,103.9127121,Parkway East Hospital,Bedok Mall,KEMBANGAN MRT STATION,83062
1343,EN FU MANSIONS,1.3154113,103.8875074,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81049
1344,KIM COURT,1.3128116,103.8762769,Raffles Hospital,Kallang Wave Mall,KALLANG MRT STATION,80071
1345,FERN LODGE,1.311116,103.87607,Raffles Hospital,Kallang Wave Mall,KALLANG MRT STATION,80119
1346,CASSIA EDGE,1.3116359,103.8857779,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,81159
1347,CRYSTAL MANSIONS,1.3115573,103.8765482,Raffles Hospital,Kallang Wave Mall,KALLANG MRT STATION,80069
1348,SUNFLOWER LODGE,1.313855757,103.8878046,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81049
1349,THE SUNFLOWER,1.31328,103.885376,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81029
1350,WINSOME APARTMENTS,1.3131465,103.8757938,Farrer Park Hospital,Kallang Wave Mall,KALLANG MRT STATION,80071
1351,D - HERITAGE APARTMENTS,1.3283158,103.9126797,Parkway East Hospital,Bedok Mall,KEMBANGAN MRT STATION,83351
1352,SUNFLOWER COURT,1.3107078,103.8763768,Raffles Hospital,Kallang Wave Mall,KALLANG MRT STATION,80119
1353,SUNFLOWER MANSIONS,1.3120975,103.8850607,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81029
1354,BLUWEL APARTMENTS,1.3132074,103.8870532,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,81049
1355,THE ETAGE,1.3135246,103.887851,Parkway East Hospital,City Plaza,DAKOTA MRT STATION,81049
1356,EXCELLENCE MANSIONS,1.3143231,103.8835884,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81011
1357,MORO MANSIONS,1.3153059,103.8894623,Parkway East Hospital,City Plaza,PAYA LEBAR MRT STATION,81069
1358,YI SING MANSION,1.3126853,103.8764643,Raffles Hospital,Kallang Wave Mall,KALLANG MRT STATION,80069
1359,E7 LODGE,1.3217362,103.9105474,Parkway East Hospital,Singpost Centre,KEMBANGAN MRT STATION,83031
1360,GREEN COURT,1.313374,103.885196,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81029
1361,YONG SENG ESTATE,1.325648,103.916852,Parkway East Hospital,Bedok Mall,KEMBANGAN MRT STATION,83371
1362,BAODE BUILDING,1.3151853,103.8887298,Parkway East Hospital,City Plaza,PAYA LEBAR MRT STATION,81049
1363,ENG APARTMENTS,1.3142107,103.8829295,Parkway East Hospital,City Plaza,ALJUNIED MRT STATION,81231
1364,CARMI MANSIONS,1.3157332,103.888046,Parkway East Hospital,Paya Lebar Square,ALJUNIED MRT STATION,81049
1365,FORT GARDENS,1.2991257,103.8849422,Raffles Hospital,Leisure Park Kallang,MOUNTBATTEN MRT STATION,91081
1366,AMBERGLADES,1.301842541,103.9005713,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,92241
1367,SEASIDE RESIDENCES,1.3077208,103.9280647,Parkway East Hospital,Bedok Mall,BEDOK MRT STATION,93149
1368,THE LUCENT,1.3110737,103.9162067,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,92151
1369,THE SHORE RESIDENCES,1.3027632,103.9015379,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,92109
1370,THE SEA VIEW,1.301494,103.901642,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,92249
1371,VERANDA,1.31242,103.91013,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,83121
1372,VENTURA VIEW,1.3133798,103.9049917,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,82179
1373,PENG'S COURT,1.308052,103.904184,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,92179
1374,AALTO,1.298109,103.897463,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,91101
1375,PEBBLE BAY,1.2978248,103.8712141,Raffles Hospital,Kallang Wave Mall,STADIUM MRT STATION,90021
1376,833 M B RESIDENCES,1.3024968,103.8983413,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,92099
1377,GALAXY TOWERS,1.315185705,103.8976781,Parkway East Hospital,City Plaza,PAYA LEBAR MRT STATION,82049
1378,CORALIS,1.304337,103.9058581,Parkway East Hospital,i12 Katong,EUNOS MRT STATION,92189
1379,FLAMINGO VALLEY,1.3178266,103.9225086,Parkway East Hospital,Bedok Mall,BEDOK MRT STATION,83231
1380,THE CAPE,1.3004581,103.9011851,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,92249
1381,PARKWAY VIEW,1.302814,103.904062,Parkway East Hospital,Roxy Square,DAKOTA MRT STATION,92041
1382,OLA RESIDENCES,1.3030023,103.8987265,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,92091
1383,THE MAKENA,1.2972587,103.8945623,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,91101
1384,COSTA RHU,1.2961654,103.8668135,Raffles Hospital,Millenia Walk,NICOLL HIGHWAY MRT STATION,90079
1385,ST PATRICK'S COURT,1.308197275,103.9127887,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,92309
1386,SIGLAP V,1.3128468,103.9237342,Parkway East Hospital,Bedok Mall,BEDOK MRT STATION,93079
1387,THE WATERSIDE,1.296696,103.883595,Raffles Hospital,Leisure Park Kallang,MOUNTBATTEN MRT STATION,90069
1388,PARC ELEGANCE,1.3175988,103.9087861,Parkway East Hospital,i12 Katong,KEMBANGAN MRT STATION,83149
1389,FRANKEL ESTATE,1.316494,103.917948,Parkway East Hospital,Bedok Mall,KEMBANGAN MRT STATION,83181
1390,COTE D'AZUR,1.301120984,103.9044718,Parkway East Hospital,Parkway Parade,DAKOTA MRT STATION,92251
1391,MANDARIN GARDENS,1.3071186,103.9244343,Parkway East Hospital,Bedok Mall,BEDOK MRT STATION,93029
1392,AMBER 45,1.3024781,103.9015471,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,92249
1393,SANCTUARY GREEN,1.2962438,103.8711338,Raffles Hospital,Kallang Wave Mall,STADIUM MRT STATION,90021
1394,EASTERN LAGOON,1.3138419,103.9343906,Parkway East Hospital,Bedok Mall,BEDOK MRT STATION,94011
1395,AMBER RESIDENCES,1.3010299,103.9006636,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,92241
1396,PARKSHORE,1.2966788,103.8705998,Raffles Hospital,Kallang Wave Mall,NICOLL HIGHWAY MRT STATION,90021
1397,ONE AMBER,1.3016189,103.8982224,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,82059
1398,PALM LOFT,1.3147613,103.90342,Parkway East Hospital,Singpost Centre,EUNOS MRT STATION,82171
1399,THE MEYERISE,1.2969772,103.8927281,Parkway East Hospital,Katong Shopping Centre,DAKOTA MRT STATION,91111
1400,MARINE BLUE,1.3035157,103.9052093,Parkway East Hospital,Katong Square,EUNOS MRT STATION,92041
1401,EMERALD EAST,1.2995214,103.8839909,Raffles Hospital,Leisure Park Kallang,MOUNTBATTEN MRT STATION,91081
1402,LAGOON VIEW,1.3091521,103.9327331,Parkway East Hospital,Bedok Mall,BEDOK MRT STATION,93049
1403,77 @ EAST COAST,1.3133533,103.9275347,Parkway East Hospital,Bedok Mall,BEDOK MRT STATION,93089
